city,name,business_id,longitude,is_open,stars,latitude,categories,UmbrellaTermCategory
las vegas,Chili's,MDVbJicJvqaO4WGx0vEabQ,-115.17149599999999,1,3.0,36.052802,"Bars, American (Traditional), Nightlife, Restaurants, Tex-Mex","Restaurant-Pub,Restaurants,Entertainment,Restaurant"
las vegas,Summerlin Dermatology,Q9v3zXGR2TduAKzn5B1BhQ,-115.2726746,1,4.0,36.1441871,"Medical Centers, Skin Care, Health & Medical, Medical Spas, Dermatologists, Doulas, Beauty & Spas, Doctors","Salon,Health and Wellness,Hospital,Health & Wellness,Pharmacy,Hospital-Skin,Hospital-Dermatologists"
north las vegas,Allure Dental,9UQOswnKg6maprhgBtMUVg,-115.19221,1,5.0,36.26176829999999,"Dentists, Health & Medical, General Dentistry","Hospital-Dentist,Medical,Health & Wellness"
las vegas,Embroidery LV,2uciB15ajUrIrdvVrx4n3A,-115.126224,1,5.0,36.013024,"Screen Printing/T-Shirt Printing, Screen Printing, Sewing & Alterations, Shopping, Local Services, Wholesale Stores, Embroidery & Crochet, Arts & Crafts","Art,Shopping,Service"
north las vegas,Superstar Movers,n7VRmitCA8FCb9SEkRm5Fw,-115.1539988,1,3.0,36.2534463,"Movers, Packing Services, Home Services","Movers,Home Finishings"
las vegas,Green Valley Grocery,AAcaGYggq4RBbFdEueB2qw,-115.24212949999999,1,5.0,36.084448200000004,"Food, Convenience Stores","Shopping,Restaurant"
north las vegas,7-Eleven,pohAeCMsGb8p4dv6I_m-Kg,-115.20705565799999,1,4.0,36.2393409071,"Coffee & Tea, Automotive, Convenience Stores, Gas Stations, Food","Automobile,Restaurant,Shopping,Service,Restaurant-Coffee"
las vegas,Triumph Property Management,Zh6fxrqsKqdSVmTK3roxBQ,-115.2614861,1,1.5,36.1819495,"Handyman, Property Management, Home Services, Gay Bars, Lawyers, Real Estate, Land Surveying, Real Estate Law, Real Estate Services, Nightlife, Professional Services, Bars","Service,Entertainment,Legal,Restaurant-Pub,Home Finishings,Real Estate"
las vegas,Nikam Development Company,yCZloiYdQop0PJ5tfNyfsw,-115.29180729999999,1,5.0,36.1142441,"Home Services, Shopping, Electricians, Contractors, Flooring, Plumbing, Damage Restoration, Roofing, Kitchen & Bath, Home & Garden","Repair,Home Finishings,Shopping,Service"
las vegas,Haddies Car Wash and Convenience store,sOkQ2Y1-D8h18oN5NgxuLg,-115.3090169,1,5.0,36.11522120000001,"Car Wash, Delis, Convenience Stores, Food, Restaurants, Automotive","Automobile,Shopping,Restaurant"
las vegas,Vegas Fitness,DpUuxYAS1NSbz7JOZwdA3A,-115.03259126799999,0,3.0,36.0830847684,"Active Life, Weight Loss Centers, Gyms, Health & Medical, Education, Specialty Schools, Fitness & Instruction, Trainers","Academic,Health & Wellness,Outdoor Activities"
las vegas,Starbucks,OyJDaAAMr220qkZsovCARQ,-115.17714939999999,1,3.0,36.1782272,"Food, Coffee & Tea","Restaurant-Coffee,Restaurant"
las vegas,"Michael Seiff, MD",yOJrDZU5zkxJoZOJTZXLvQ,-115.27825159999998,1,4.0,36.0708145046,"Neurologist, Spine Surgeons, Cosmetic Surgeons, Doctors, Health & Medical","Medical,Hospital-Spine Surgery,Health & Wellness,Hospital,Hospital-Neurologist"
las vegas,Los Cucos Mexican Cafe,lv5Bnqlt93NnvNJ2oNcQ8Q,-115.2519912,1,4.0,36.0618411,"Restaurants, Bars, Nightlife, Caterers, Mexican, Tex-Mex, Event Planning & Services","Restaurant-Pub,Restaurants,Entertainment,Service,Restaurant"
las vegas,"Irene Voo, MD",tX2AIWiPq565neflyBKLDw,-115.26909702799999,1,4.5,36.0614372173,"Doctors, Retina Specialists, Ophthalmologists, Health & Medical","Hospital-Retina,Hospital,Health & Wellness"
las vegas,Lovebug Baby,I14mCDV07Q_wYkWbdAcEjA,-115.117997,1,4.5,36.00958,"Accessories, Fashion, Baby Gear & Furniture, Children's Clothing, Shopping","Home Finishings,Shopping,Family"
las vegas,Domino's Pizza,D1TaFES4phv65RmsM8VCiA,-115.2799156,1,2.5,36.2109214,"Pizza, Sandwiches, Restaurants, Chicken Wings",Restaurant
las vegas,One Six Sky Lounge,vTch8eXerkbaJbmkmYwCEw,-115.05637240000001,1,3.5,36.1079011,"Lounges, Nightlife, Bars","Restaurant-Pub,Airport,Entertainment"
las vegas,Bella Boutique,lufOBCw86TBW3DSYOxMYPQ,-115.156677,1,5.0,36.14745,"Shopping, Men's Clothing, Women's Clothing, Fashion","Shopping-Women's,Shopping"
las vegas,Brett Wesley Gallery,GZ6qcRdBY1twz69sjsVL5A,-115.15228359999999,0,4.5,36.1586223,"Arts & Entertainment, Shopping, Art Galleries","Shopping,Art"
las vegas,Forever 21,omVUhrbQgSJ-zdIs4ixiug,-115.137102,0,3.0,36.1252029,"Women's Clothing, Fashion, Shopping","Shopping-Women's,Shopping"
las vegas,Adam & Eve Las Vegas,cmtR8ZGhXpHNnINIUj0N7Q,-115.208444,1,4.0,36.21836,"Adult, Shopping, Lingerie, Fashion","Adult Entertainment,Shopping"
las vegas,Stella McCartney,0uMu8Suh41Qt8jM7ePZa3Q,-115.174085,1,4.0,36.10831760000001,"Women's Clothing, Children's Clothing, Shopping, Fashion, Men's Clothing","Shopping-Women's,Shopping,Family"
north las vegas,Integrity Pools,3fJuzXoTHmcc05iQKbWVvQ,-115.2092745,1,3.5,36.2481903,"Pool & Hot Tub Service, Pool Cleaners, Home Services","Home Finishings,Service,Home Furnishings"
las vegas,800 Degrees,glkEaoxbewiSMBiXs945JA,-115.1735947,0,3.5,36.105020700000004,"Pizza, Food, Restaurants",Restaurant
las vegas,Impact Archery,CypO2wWoYxIyGuQ84F4e6Q,-115.181656606,1,4.5,36.0742073067,"Shopping, Active Life, Archery, Sporting Goods","Shopping,Outdoor Activities"
las vegas,Cardenas,3TX-5V6MuGPKnZv6gW1nsg,-115.07913085,1,4.0,36.172441381,"Grocery, Food, Ethnic Food, Specialty Food, Imported Food","Grocery,Restaurant"
las vegas,Psychic Eye Book Shops,LbvUkLOhg4LZNpMoCOmHpA,-115.11984199999999,1,4.0,36.083965,"Flowers & Gifts, Books, Mags, Music & Video, Arts & Entertainment, Supernatural Readings, Shopping, Bookstores, Gift Shops, Spiritual Shop","Art,Health and Wellness,Entertainment,Leisure,Gifts,Books,Shopping"
las vegas,Metro Pizza,lYCeqldIiOggsbByH3RRhw,-115.1391027,1,2.5,36.0808997,"Pizza, Restaurants",Restaurant
las vegas,Artsy Nannies,CmbBOsZqXGkaFjJXfKz3CA,-115.177096976,1,4.5,36.0694365743,"Child Care & Day Care, Education, Local Services, Arts & Crafts, Nanny Services, Shopping, Toy Stores","Academic,Shopping,Art,Service,Family"
las vegas,IT'SUGAR,tA1oBX1q6Aqj8UG3y-SqTA,-115.178243,1,4.0,36.068348,"Desserts, Specialty Food, Chocolatiers & Shops, Candy Stores, Food","Restaurant-Dessert,Shopping,Grocery,Restaurant"
las vegas,Las Vegas Event Flowers & Decor,nlrPxa7T08fF3rMNX8DMOg,-115.15985159999998,1,5.0,36.068456700000006,"Party & Event Planning, Floral Designers, Florists, Flowers & Gifts, Shopping, Event Planning & Services","Florist,Shopping,Service,Service Events,Service-Event"
las vegas,Crystal Orchid Floral & Gifts,YxzKvetngCbuPH8IiI1RyQ,-115.23340379999999,1,3.0,36.2386219,"Wedding Planning, Event Planning & Services, Shopping, Gift Shops, Florists, Flowers & Gifts, Local Services","Gifts,Service-Wedding,Shopping,Florist,Service"
las vegas,Manhattan Streets,juuv0QPE_MfnVjevQTpCDg,-115.172635517,0,3.5,36.1087723175,"Hot Dogs, Food, Restaurants","Restaurant,Restaurants"
las vegas,Madewell,fnfh9LuxfmLw59vC_kEBCA,-115.17081499999999,0,4.5,36.1274245,"Shopping, Women's Clothing, Fashion","Shopping-Women's,Shopping"
las vegas,Pam Real Thai Las Vegas,DbK9fyJq4O4zfT1jv6JOhw,-115.20741509999998,0,4.0,36.123621,"Restaurants, Food, Food Delivery Services, Thai","Restaurants,Restaurant"
las vegas,Vegas Beauty Supply,dcGFb4SWiR_Fs13zpOfOjg,-115.297852514,1,2.5,36.0985864132,"Shopping, Beauty & Spas, Wigs, Cosmetics & Beauty Supply","Salon,Shopping,Saloon"
las vegas,Bekins A-1 Movers,0Rdcyd6dg9THxctHTZcA2A,-115.19633200000001,1,2.5,36.0776227,"Shipping Centers, Home Services, Local Services, Self Storage, Movers","Movers,Home Finishings,Service"
las vegas,I Heart Vape,lYFpDTiVMNrpkpFyIEcc_w,-115.18169640000002,1,5.0,36.0969383,"Shopping, Vape Shops, Tobacco Shops","Leisure-Vape,Shopping"
las vegas,DuPure,aFT1LEmPwlzw8WP668xHKA,-115.1334096,1,5.0,36.213770200000006,"Water Purification Services, Home Services","Service-Water,Home Finishings"
las vegas,Sonterra Apts,Fg93ZB0xXurEnBICPFcepQ,-115.13070900000001,1,1.5,36.098302000000004,"Apartments, Real Estate, Home Services","Home Finishings,Real Estate"
las vegas,Bank of America,bNp6BCKZn-R82Bde2-KEVA,-115.1215682,0,2.5,36.057663399999996,"Home Services, Mortgage Brokers, Banks & Credit Unions, Real Estate, Financial Services","Service,Home Finishings,Finance,Legal,Real Estate"
las vegas,Origins Town Square,whiENwQAhWqBhWNdo_lvOQ,-115.17533999999999,0,3.0,36.068207,"Shopping, Beauty & Spas, Cosmetics & Beauty Supply","Salon,Shopping"
las vegas,Cox Business,7OLZkhIPoWIfnt86vjqMyw,-115.16344099999999,1,1.0,36.188542,"Computers, Television Service Providers, Local Services, Shopping, Telecommunications, Home Services, IT Services & Computer Repair","Services-Telecommunications,Home Finishings,Shopping,Service"
las vegas,Remis Computer Solutions,8bmnVHx38J707O4-rNrHsQ,-115.14,1,5.0,36.18,"Shopping, IT Services & Computer Repair, Local Services, Professional Services, Electronics, Computers","Repair,Shopping,Service"
las vegas,Max Health Center of Chiropractic Las Vegas - Fort Apache,tAESheFlDN7hV6eWZRE0sA,-115.29643119999999,1,5.0,36.0884136,"Health & Medical, Chiropractors, Traditional Chinese Medicine, Massage Therapy","Pharmacy-Medical stores,Health & Wellness,Health and Wellness"
las vegas,Reboot Game Lounge,xArgWa2kWyZjCbHtQ3Zd8g,-115.27844170000002,1,4.5,36.13551029999999,"Tabletop Games, Video Game Stores, Arcades, Books, Mags, Music & Video, Arts & Entertainment, Shopping","Shopping,Outdoor Activities,Entertainment,Leisure,Books,Art"
las vegas,Sasa Sushi,PChG1Dm0A6AXIXkXGVK8Fw,-115.258273815,1,4.0,36.2189900672,"Japanese, Sushi Bars, Restaurants",Restaurant
las vegas,D'Pinoy Joint,owxcYAUca_6K6BAUX4V48w,-115.1710527,1,4.5,36.050268700000004,"Filipino, Restaurants",Restaurant
las vegas,"Lisa Roberts, MD, FACOG",gVRg4Fmp_M-p-FCrOLTUrA,-115.291269,1,2.5,36.074487299999994,"Obstetricians & Gynecologists, Health & Medical, Doctors","Health & Wellness,Hospital,Hospital-Gynaecology"
las vegas,Dollar Tree,opDtZ8AMJ86FFFEnt4lMgA,-115.298858285,1,3.0,36.06698978,"Shopping, Discount Store",Shopping
las vegas,Vintage Vegas,L6EdNm17ESarVfGWefyN9A,-115.1537409,0,3.0,36.1542955,"Antiques, Art Galleries, Shopping, Arts & Entertainment","Shopping,Home Finishings,Art"
las vegas,"Mark Edington, DDS - Modern Dental Care",s1GFFQbvbuJahhE785TPkw,-115.123672485,1,4.0,36.0352186901,"General Dentistry, Health & Medical, Dentists, Pediatric Dentists, Cosmetic Dentists","Hospital-Dentist,Medical,Hospital-Pediatricians,Health & Wellness"
las vegas,Global Movers,QqnOFWqRtIy3L8OS82a17A,-115.3667218,1,4.5,36.1710616,"Movers, Handyman, Home Services","Movers,Home Finishings,Service"
north las vegas,Martini Bar,fZPNDfziJbiBLuuhuYTWYA,-115.19185520000002,1,5.0,36.1977963,"Bars, Cocktail Bars, Nightlife","Restaurant-Pub,Entertainment"
las vegas,Linda Woodson Dermatology,2lAvN0x40Sgg5-rG8WEj3w,-115.24878000000001,1,2.5,36.211152,"Dermatologists, Shopping, Doctors, Skin Care, Medical Spas, Beauty & Spas, Health & Medical, Cosmetics & Beauty Supply","Salon,Shopping,Health and Wellness,Hospital,Health & Wellness,Hospital-Skin,Hospital-Dermatologists"
las vegas,Teriyaki Madness,WSGHEQdcdbBWXDpna99EiQ,-115.2567877,1,3.5,36.1955672,"Japanese, Hawaiian, Restaurants, Asian Fusion",Restaurant
las vegas,Red Rock'N Tattoos & Apparel,AhaD3EtA19ECHjW-slxf9A,-115.22655549999999,1,4.5,36.142944299999996,"Tattoo, Piercing, Beauty & Spas, Jewelry, Shopping","Repairs,Salon,Shopping"
las vegas,Colleen's Classic Consignment,S6LjchX9GGBOWSa169LFlw,-115.24273149999999,1,2.0,36.154255600000006,"Shopping, Antiques, Furniture Stores, Home & Garden","Home Finishings,Shopping"
las vegas,RLV Drywall & Painting,RWWdg-CpxEFwDiQQpTHXhw,-115.30746459999999,0,4.5,35.970629200000005,"Drywall Installation & Repair, Cabinetry, Painters, Home Services","Repair,Home Finishings,Service"
las vegas,Haute Chix Boutique Southern Highlands,Ggk_28q2r4FZwWwQS3iqtw,-115.2054969,1,4.5,35.996128799999994,"Fashion, Local Services, Jewelry, Women's Clothing, Swimwear, Sewing & Alterations, Shopping","Repairs,Shopping-Women's,Shopping,Service"
las vegas,Mr Smoke Shop,GR0fwRuSG_s7FS2XMsblrw,-115.15064699999999,1,4.0,36.105364200000004,"Vape Shops, Head Shops, Shopping, Tobacco Shops","Leisure-Head shop,Shopping,Leisure-Vape"
las vegas,Lucie's Lounge,0aDCv4zPhzy7RklHDrnKQg,-115.089755535,0,4.0,36.1581178988,"Bars, Restaurants, Nightlife, Dive Bars, Lounges, Pizza, Karaoke","Restaurant-Pub,Airport,Entertainment,Leisure,Restaurant"
las vegas,Viva Café Espresso Bar,rWkQMRI6PRo5woBaxGD68g,-115.197258,0,4.0,36.172531899999996,"Bagels, Coffee & Tea, Cafes, Restaurants, Food","Restaurant,Restaurants-Bagels,Restaurant-Coffee"
las vegas,Roto-Rooter Plumbing Service,l-aEdpC2Yd4sOyREaRePoQ,-115.173851,0,2.5,36.222260999999996,"Plumbing, Water Heater Installation/Repair, Home Services, Damage Restoration","Home Finishings,Home Finishing,Service"
las vegas,The Meadows,b-sFZsWxXZoQnAn625Hc1g,-115.06467579999999,1,1.0,36.1328088,"Real Estate, Apartments, Home Services","Home Finishings,Real Estate"
las vegas,Refill Pharmacy,YMpiu-XKH0PWssyINIyNPQ,-115.279855169,1,5.0,36.2103666877,"Medical Supplies, Drugstores, Shopping","Shopping,Health and Wellness,Pharmacy"
las vegas,Patrick Goungo - Realty One Group,5TKR8kaIXfEB10Zru-AGjg,-115.2550906,1,5.0,36.2616901,"Home Services, Real Estate, Real Estate Services, Real Estate Agents","Home Finishings,Real Estate"
las vegas,Yoga On the Lawn,yjXPHMKafDYSglIzIvm4IQ,-115.33239579999999,1,5.0,36.1500292,"Active Life, Fitness & Instruction, Yoga","Health & Wellness,Outdoor Activities"
las vegas,Cyclone Las Vegas,sT8mgh8MCgd-hCNisFyUgw,-115.290999,1,4.5,36.08641,"Cycling Classes, Trainers, Fitness & Instruction, Active Life","Health & Wellness,Outdoor Activities"
las vegas,New Castle Realty and Property Management,iZS5tNVaC3F7nbIma3Anng,-115.27923020000001,1,5.0,36.1987797,"Real Estate Agents, Real Estate Services, Real Estate, Home Services, Property Management","Home Finishings,Service,Real Estate"
las vegas,Total Wine & More,uJGLWrg8dg0HGpzL2eLmnQ,-115.17313,1,4.0,36.0649369,"Food, Tobacco Shops, Shopping, Head Shops, Beer, Wine & Spirits","Leisure-Head shop,Restaurant-Pub,Shopping,Restaurants-Pubs,Restaurant"
las vegas,The Vitacost Store,b6rE18Z5DLJfUGjH85maSg,-115.14347109999999,1,4.0,36.063512200000005,"Shopping, Discount Store, Food, Vitamins & Supplements, Personal Shopping, Health Markets, Specialty Food","Health & Wellness,Pharmacy,Shopping,Restaurant"
las vegas,Dominguez-Martin Group,mCdXiF90bigeHAu7vsU3Qg,-115.2761354,1,4.5,36.070338799999995,"Property Management, Home Services, Real Estate Services, Real Estate, Real Estate Agents","Home Finishings,Service,Real Estate"
las vegas,One Nevada Mortgage Center,QaS86OI4rqYNCbYISOlPqQ,-115.2792461,1,4.5,36.0892531,"Mortgage Brokers, Insurance, Home Services, Financial Services, Real Estate, Banks & Credit Unions","Finance,Service,Legal,Home Finishings,Real Estate,Insurance"
las vegas,Commercial Seating Specialist,am8cSA39vn-XhYgqfwA63A,-115.1633034,1,5.0,36.1508902,"Shopping, Home & Garden, Furniture Reupholstery, Furniture Stores, Home Services, Local Services, Carpenters","Home Finishings,Shopping,Service"
north las vegas,El Menudazo,ywF14Amq9SLX5o8Qnx3hgA,-115.1056747,1,4.0,36.196344200000006,"Restaurants, Mexican",Restaurant
las vegas,Las Delicias De Las Vegas,Kx0MUrNQ737s-VVElk6Vig,-115.16237199999999,0,4.0,36.146908,"Restaurants, Mexican",Restaurant
las vegas,Janice Cofield-RE/MAX Central,NuKbSkfsI4SaZ3B7bJ_G5w,-115.27476920000001,1,2.5,36.1445871,"Real Estate Agents, Home Services, Real Estate","Home Finishings,Real Estate"
north las vegas,Sean Patricks,4MGlJYAiP5RYHzyQozAeAA,-115.18413909999998,1,3.0,36.261869299999994,"Irish, Sandwiches, Restaurants, Breakfast & Brunch, Food, Burgers, Bars, Salad, Nightlife, American (Traditional), Desserts, Irish Pub","Restaurant Pub,Entertainment,Restaurant-Burgers,Restaurant,Restaurant-Dessert,Restaurant-Pub"
las vegas,R&R General Lawn Care,KRbMavuY21HpTW5muOgHzQ,-115.19738999999998,1,4.0,36.196107,"Home Services, Landscaping, Gardeners, Tree Services, Irrigation","Services,Home Finishings,Service-Gardener"
las vegas,Rocco's NY Pizzeria,FW_zg6VuyW5v_vM394gWAw,-115.30422590100001,1,3.5,36.1931766054,"Restaurants, Italian, Pizza, Food",Restaurant
las vegas,Ritz Camera,VRPWvul3zvvvLR1rHGm0sA,-115.16905690000002,0,1.5,36.0549747,"Photography Stores & Services, Shopping","Service-Photographer,Shopping"
las vegas,Brews Best Beer Fest,KS0H41ral_D_3ZhIVtZL5g,-115.3330428,1,4.5,36.1500213,"Arts & Entertainment, Festivals, Local Flavor","Religion,Art,Restaurant"
las vegas,Frank & Fina's Cocina,r8Jr-7YfkhJL2nxk9lxUNg,-115.307372,1,4.0,36.113498,"Mexican, Restaurants",Restaurant
las vegas,Shobu,yUqJReOv26454QkjGz37Yw,-115.2079142,0,4.0,36.1239576,"Japanese, Sushi Bars, Karaoke, Nightlife, Restaurants","Entertainment,Leisure,Restaurant"
las vegas,Kangamoo Indoor Playground,Px56NzP2NAUH2GktqSkSVg,-115.1316867,1,4.5,36.07094620000001,"Party & Event Planning, Active Life, Shopping, Kids Activities, Venues & Event Spaces, Arts & Entertainment, Toy Stores, Event Planning & Services, Playgrounds","Art,Family,Service,Service Events,Shopping,Outdoor Activities"
las vegas,Hannah Harris - O48 Realty,kX9hhc44SgzLqY5tp7AB5A,-115.28005,1,5.0,36.093421899999996,"Real Estate Agents, Home Services, Real Estate, Real Estate Services","Home Finishings,Real Estate"
las vegas,Vape One,yMCrqpj_iV9Gzop-xfj-8w,-115.208471,0,5.0,36.0921887,"Tobacco Shops, Vape Shops, Shopping","Shopping,Leisure-Vape"
las vegas,Southern Highlands Ace Hardware,u6-m3zvnWn7X162Es8RvPw,-115.2053402,1,4.0,35.996165000000005,"Hardware Stores, Home & Garden, Shopping","Home Finishings,Shopping"
las vegas,Discount Liquor,mn9GHVOFDpdsz_CuAbpLdg,-115.046467474,1,4.0,36.1442819258,"Beer, Wine & Spirits, Food","Restaurant-Pub,Restaurant,Restaurants-Pubs"
las vegas,Pacifica Senior Living San Martin,nefqF48MN88vjhaS1ceBgw,-115.27398640000001,1,3.5,36.058420299999995,"Retirement Homes, Hospice, Memory Care, Health & Medical, Assisted Living Facilities","Service-Family,Hospital,Health & Wellness,Health and Wellness,Family"
las vegas,Fatburger,NGp1HTYrPg3pMP-tXeLf-g,-115.19138490000002,1,2.5,36.1974092,"Burgers, American (Traditional), Fast Food, Restaurants","Restaurant-Burgers,Restaurant"
las vegas,Obsidian Fine Art,EVNcagL3D8nKwJsAzM5B7Q,-115.152887838,1,5.0,36.1590861752,"Art Galleries, Arts & Entertainment, Shopping","Shopping,Art"
las vegas,Ultimate Training Center,4-aAofgQxWW7jzu0tt8WBg,-115.3144258,1,5.0,36.1219473,"Active Life, Fitness & Instruction, Gyms","Health & Wellness,Outdoor Activities"
las vegas,The Smoke Shack,HcY_uzbNGiRNif9LbGtXYA,-115.119421,0,3.5,36.02808220000001,"Shopping, Vape Shops, Tobacco Shops, Hobby Shops","Leisure-Vape,Shopping,Entertainment"
las vegas,Company One Services,5lbKivX57jTFZz0_DuBQ6w,-115.24535900000001,0,5.0,36.004902,"Home Services, Garage Door Services, Contractors","Home Finishings,Service"
las vegas,Super B Burrito,kDZm3fZcLhotRwC50XE_qg,-115.2422629,0,4.0,36.179044700000006,"Mexican, Restaurants",Restaurant
north las vegas,Kelly Hawkings Physical Therapy,UAruVJ-1zH-9mkBs5KXKeQ,-115.19164860000001,1,4.5,36.261813599999996,"Physical Therapy, Health & Medical","Hospital-Physcial Therapy,Health & Wellness"
las vegas,Target,dkRhL2d8R9b28W0SUtWzgA,-115.13902460700001,1,3.0,36.1165794831,"Shopping, Fashion, Department Stores","Grocery,Shopping"
las vegas,Nu Sanctuary Lounge,stbX9rtRIpDF-VymOwHJ8w,-115.1768402,0,2.5,36.0687779,"Hookah Bars, Bars, Mediterranean, Nightlife, American (New), Restaurants, American (Traditional)","Restaurant-Pub,Leisure-Hookah,Entertainment,Restaurant"
las vegas,Metz Home Inspection,542ipK0wUacUjO0HgW73yA,-115.1533426,1,4.5,36.0765176,"Home Inspectors, Home Services",Home Finishings
las vegas,Healthcare Partner,2hpi6pXIFf0taDIYCoNIuw,-115.195187889,1,2.5,36.1013456997,"Health & Medical, Urgent Care","Hospital,Health & Wellness"
las vegas,The Edge of Town,cQzFj5GNz8l_VMJJnW4mLw,-115.32538190000001,1,3.5,36.218866,"American (Traditional), Restaurants",Restaurant
